monthly_income,repayment_history_score,utility_bill_regularity,years_in_business,debt_to_income_ratio,group_membership,income_stability_score,repaid_on_time
17795.74,0.5659,0.1372,6,0.055,0,0.5914,0
86726.78,0.6401,0.7926,6,0.6866,0,0.478,0
35437.73,0.1773,0.0786,18,0.0257,1,0.9289,0
39272.08,0.0372,0.5005,4,0.4014,0,0.67,1
10250.69,0.7917,0.6451,8,0.8528,0,0.6826,0
38950.11,0.167,0.8217,6,0.3962,1,0.4865,0
30156.68,0.0912,0.4631,6,0.8207,0,0.3031,0
62996.08,0.9376,0.2369,12,0.3681,0,0.314,0
24512.08,0.9635,0.4907,15,0.312,1,0.504,1
89394.72,0.6163,0.2502,5,0.0966,0,0.1919,0
93318.33,0.3786,0.5287,0,0.3223,1,0.1324,0
14483.95,0.8332,0.4625,13,0.3033,1,0.3724,1
15203.28,0.2047,0.7805,11,0.7619,0,0.1305,0
15956.01,0.4294,0.2401,13,0.8279,1,0.2308,0
63859.08,0.357,0.2,9,0.0197,0,0.535,0
16587.05,0.9127,0.4742,16,0.0884,1,0.7901,1
85976.32,0.9198,0.0505,13,0.5789,0,0.2248,0
76655.79,0.6509,0.2293,15,0.4363,1,0.7917,0
82881.84,0.1107,0.3537,15,0.2672,0,0.0155,0
54975.75,0.4822,0.4876,10,0.2339,1,0.997,0
99684.34,0.2453,0.2694,6,0.2022,0,0.5169,0
9196.63,0.8849,0.5606,12,0.4729,1,0.4759,1
43120.17,0.1384,0.8784,13,0.0157,1,0.6506,0
35773.98,0.0543,0.5437,12,0.665,1,0.4752,0
95121.32,0.7044,0.2868,11,0.2703,1,0.408,0
59801.79,0.4533,0.062,7,0.3841,1,0.371,0
81588.14,0.8384,0.1367,2,0.4743,1,0.9778,0
21182.41,0.0746,0.5612,8,0.1902,0,0.8615,0
97970.24,0.8011,0.6837,18,0.7953,1,0.5024,0
52370.76,0.0373,0.0497,15,0.6139,1,0.8365,0
51898.85,0.0281,0.1855,15,0.7833,1,0.1491,0
97234.05,0.4613,0.3191,15,0.4279,0,0.5294,0
41169.57,0.2213,0.3198,19,0.3892,0,0.4502,0
42764.88,0.5937,0.9584,4,0.2134,0,0.3249,1
60551.51,0.0258,0.2038,15,0.4904,1,0.9184,0
17165.0,0.0354,0.0625,1,0.5338,0,0.8325,0
35503.13,0.7271,0.353,5,0.3779,0,0.9071,0
23354.79,0.2102,0.1344,0,0.1308,0,0.6352,0
14811.93,0.6564,0.1266,9,0.2458,0,0.3762,0
87283.74,0.7499,0.4075,2,0.0128,1,0.7568,0
60986.46,0.0593,0.3064,8,0.2872,0,0.1086,1
39073.92,0.7698,0.0917,2,0.5227,0,0.8531,0
43823.59,0.2684,0.6043,0,0.8601,1,0.0288,0
45994.31,0.3895,0.5017,10,0.1601,1,0.8182,0
65149.17,0.0866,0.0771,8,0.0499,1,0.7039,0
93043.09,0.8386,0.8627,8,0.2667,0,0.0885,1
93614.06,0.5607,0.2847,7,0.1411,0,0.147,0
42191.74,0.5047,0.9614,8,0.626,1,0.4524,0
36279.93,0.9686,0.9315,0,0.0052,0,0.2999,1
47849.42,0.3345,0.4341,10,0.8828,1,0.8673,0
58953.75,0.8908,0.2286,17,0.7701,1,0.1928,0
48872.7,0.7197,0.8349,2,0.4416,0,0.4171,1
67581.57,0.9285,0.3613,3,0.8288,0,0.2605,0
57667.91,0.9078,0.1636,16,0.5653,0,0.1272,0
35467.98,0.991,0.5516,10,0.8944,0,0.2597,0
37844.43,0.1317,0.4894,5,0.2505,0,0.86,0
40966.31,0.796,0.85,16,0.8972,1,0.7155,1
13990.78,0.8045,0.7293,6,0.1622,1,0.9142,1
20775.95,0.6444,0.8761,12,0.3181,1,0.4053,1
73695.81,0.2789,0.7347,11,0.8418,1,0.2404,0
41964.19,0.9651,0.6422,3,0.3335,0,0.0263,1
25381.2,0.2044,0.5002,15,0.1889,1,0.4952,1
58453.88,0.4996,0.9876,12,0.0535,0,0.0397,0
76776.26,0.5215,0.9592,4,0.1341,1,0.0043,0
29455.12,0.1618,0.8489,15,0.3197,1,0.6047,0
83545.04,0.7225,0.7753,13,0.3791,1,0.1648,1
93112.96,0.0889,0.5776,17,0.4882,0,0.5598,0
61752.48,0.6931,0.2598,17,0.7322,0,0.5735,0
68550.03,0.8486,0.8754,6,0.0121,1,0.7238,1
9994.72,0.3494,0.0108,19,0.757,1,0.3831,0
94824.39,0.7094,0.2274,0,0.5195,1,0.7052,0
42286.05,0.1568,0.4037,7,0.6808,0,0.366,0
92770.54,0.8459,0.5862,12,0.6813,1,0.0978,0
60002.86,0.952,0.5609,11,0.8129,1,0.31,0
5438.79,0.1527,0.1758,4,0.084,0,0.0076,0
8661.49,0.6919,0.1048,4,0.5144,1,0.4625,0
69639.79,0.5058,0.2223,16,0.8181,0,0.7403,0
58453.46,0.5315,0.3487,18,0.6473,1,0.7847,0
7520.58,0.7065,0.0141,14,0.0869,0,0.2321,0
75628.7,0.4887,0.6925,11,0.5526,0,0.1056,0
85953.81,0.6003,0.2477,16,0.7199,0,0.1854,0
52159.66,0.2309,0.3514,5,0.2474,1,0.9837,0
49246.96,0.3785,0.3349,20,0.5692,0,0.3121,0
5519.95,0.8652,0.5118,2,0.7564,0,0.4293,0
79731.72,0.1099,0.8598,12,0.4715,0,0.0756,0
36418.03,0.5976,0.1494,7,0.1748,1,0.7893,0
88482.54,0.1843,0.3407,18,0.4947,0,0.4485,0
40440.76,0.8465,0.692,5,0.5292,0,0.0874,0
58682.4,0.579,0.0442,13,0.3626,1,0.4729,0
30682.47,0.403,0.83,3,0.6117,0,0.7133,0
20255.89,0.2498,0.9618,3,0.39,0,0.473,0
78616.25,0.4368,0.6076,8,0.7897,1,0.9686,0
52176.1,0.9576,0.9565,16,0.7125,0,0.8717,0
55966.35,0.5092,0.4131,5,0.7243,0,0.5148,0
96714.52,0.4695,0.415,14,0.4735,0,0.9405,0
96540.09,0.7463,0.1062,11,0.1767,0,0.8114,0
86286.0,0.379,0.0354,20,0.652,1,0.3683,0
22822.88,0.4274,0.2445,6,0.062,1,0.7714,0
61455.91,0.3369,0.4781,5,0.4658,0,0.5059,1
88424.01,0.1509,0.5077,18,0.0477,1,0.5391,0
40574.07,0.7138,0.2176,6,0.4756,1,0.5206,0
14605.09,0.873,0.6128,4,0.6173,0,0.8037,0
82041.48,0.9056,0.1812,17,0.3773,0,0.9186,0
50767.54,0.8808,0.3262,17,0.3752,1,0.3195,0
58617.3,0.4518,0.1957,1,0.1105,1,0.6419,0
98303.71,0.2841,0.6967,17,0.2717,0,0.6284,1
62685.09,0.6379,0.5166,13,0.3998,1,0.8875,1
45373.04,0.9547,0.7361,5,0.7772,1,0.4472,0
40148.51,0.7271,0.0572,11,0.8082,1,0.1902,0
44673.83,0.4948,0.4254,5,0.8582,0,0.2031,0
16247.91,0.6888,0.967,3,0.0902,1,0.0513,0
80501.3,0.7725,0.0536,2,0.2666,0,0.1007,0
84583.1,0.9193,0.4184,3,0.4166,1,0.3012,0
32017.73,0.7632,0.0404,12,0.5776,0,0.1026,0
33860.68,0.4332,0.1467,17,0.6325,0,0.8711,0
88061.75,0.2736,0.4625,10,0.7074,0,0.362,0
7277.18,0.4999,0.1575,0,0.4463,0,0.3685,0
54443.46,0.3282,0.5188,9,0.5009,0,0.7575,0
49049.19,0.9428,0.9227,15,0.8645,1,0.3013,0
70562.04,0.508,0.2004,17,0.216,0,0.7152,0
20522.21,0.4721,0.1072,15,0.7234,1,0.8224,0
68491.42,0.3482,0.8253,7,0.6406,0,0.3602,1
40789.73,0.6394,0.4603,13,0.1261,1,0.4778,1
63777.9,0.5201,0.8826,1,0.8338,0,0.3222,0
8809.03,0.129,0.3061,8,0.7698,0,0.4232,0
48864.08,0.8692,0.6275,11,0.7016,0,0.5807,0
54613.83,0.359,0.9233,0,0.1141,0,0.3496,0
25361.01,0.4326,0.1717,0,0.1257,0,0.4641,0
18264.25,0.2057,0.8007,16,0.6149,1,0.4962,0
22905.06,0.5534,0.6315,4,0.0965,1,0.0245,1
37693.4,0.7021,0.8129,2,0.102,1,0.1636,1
14196.96,0.8812,0.1707,12,0.3603,0,0.5414,0
94995.38,0.0516,0.4341,5,0.0048,0,0.0027,0
43474.44,0.9733,0.1288,20,0.6493,0,0.7042,0
81852.11,0.7038,0.9601,19,0.4862,0,0.9055,1
97569.63,0.2843,0.0627,17,0.0704,1,0.7546,0
12669.85,0.2045,0.0655,6,0.4892,1,0.3142,0
66908.6,0.2961,0.8982,18,0.0487,1,0.4498,0
87783.86,0.8757,0.3008,5,0.0636,1,0.6507,0
65252.27,0.2914,0.597,5,0.4369,0,0.6804,0
45757.48,0.4628,0.2875,20,0.4498,1,0.9775,0
45952.25,0.7057,0.6488,14,0.3051,1,0.493,1
8410.39,0.872,0.1925,1,0.5596,0,0.2495,0
55787.07,0.6586,0.4589,18,0.3486,1,0.3622,1
99386.58,0.7531,0.5335,3,0.5283,0,0.9224,0
96077.21,0.1733,0.3336,14,0.3148,0,0.6327,0
8837.93,0.8774,0.2517,9,0.6435,0,0.8643,0
72050.72,0.2757,0.1402,0,0.5214,1,0.7241,0
33667.66,0.1284,0.7061,16,0.144,0,0.9654,0
90783.97,0.9762,0.1683,14,0.6176,1,0.5012,0
9285.9,0.2016,0.2921,18,0.7055,0,0.9499,0
93908.04,0.1367,0.3369,12,0.0593,0,0.8859,0
84560.2,0.626,0.4544,15,0.549,0,0.8431,0
16162.92,0.3189,0.7026,19,0.7114,1,0.9391,0
10683.31,0.1333,0.4279,20,0.1032,0,0.5255,0
84297.23,0.6011,0.8711,11,0.8115,0,0.7428,0
19796.98,0.759,0.6798,0,0.3733,0,0.5553,1
55815.32,0.7932,0.8385,7,0.6641,1,0.7763,0
91995.76,0.1555,0.7164,13,0.8091,1,0.7638,0
58907.57,0.5569,0.1486,2,0.8907,1,0.7584,0
42737.16,0.8137,0.9779,2,0.5255,0,0.4284,0
47276.53,0.1611,0.7866,8,0.6338,1,0.7963,0
10996.13,0.2077,0.5727,19,0.2265,0,0.8765,1
97031.47,0.0024,0.1652,6,0.261,1,0.6363,0
34512.15,0.5246,0.1727,19,0.7657,1,0.4547,0
22989.53,0.1947,0.6143,16,0.3584,0,0.8532,0
32174.49,0.7242,0.4162,6,0.7402,0,0.7785,0
96615.45,0.9622,0.6759,4,0.0455,1,0.4696,1
13957.18,0.2088,0.3724,17,0.1964,1,0.5799,0
87393.79,0.6491,0.5128,15,0.1531,1,0.6858,1
72245.17,0.2118,0.188,13,0.4744,1,0.6883,0
83851.82,0.018,0.1552,20,0.0725,0,0.311,0
97710.27,0.7586,0.0756,2,0.3095,1,0.2927,0
85004.69,0.434,0.8196,8,0.8876,0,0.8873,0
94621.32,0.9468,0.5554,12,0.7148,0,0.937,0
17058.85,0.5343,0.9471,1,0.6845,0,0.4021,0
80599.91,0.1575,0.7495,20,0.1216,1,0.9134,1
56839.19,0.4498,0.7688,12,0.3281,0,0.4707,0
56632.08,0.2029,0.5091,6,0.6125,1,0.1672,0
90397.55,0.878,0.8155,5,0.0195,1,0.7329,1
97321.36,0.6909,0.9421,0,0.3906,1,0.0459,1
71959.64,0.3412,0.7217,12,0.8357,0,0.1139,0
50879.15,0.5278,0.1056,20,0.0741,0,0.941,0
48358.37,0.6695,0.651,0,0.8156,0,0.5176,0
41702.44,0.7829,0.1204,8,0.1751,1,0.2664,0
39351.91,0.0801,0.0772,13,0.1702,1,0.4804,0
42193.15,0.0225,0.6929,9,0.1759,1,0.5782,0
13526.56,0.1145,0.8348,13,0.8381,0,0.6389,0
12356.43,0.395,0.1588,14,0.5434,0,0.3482,0
79087.64,0.4667,0.0741,20,0.6757,0,0.3874,0
47376.92,0.1365,0.8865,12,0.3298,0,0.5498,0
93415.03,0.4112,0.1322,14,0.7859,0,0.6267,0
63161.0,0.4416,0.0351,6,0.5237,1,0.9214,0
8341.72,0.1091,0.7211,3,0.5399,0,0.3923,0
19964.72,0.9167,0.8477,2,0.6771,0,0.8747,1
24552.88,0.5991,0.5145,2,0.6963,0,0.9932,0
97694.92,0.3885,0.5399,17,0.6137,1,0.339,0
25776.9,0.5069,0.3369,0,0.107,0,0.0273,0
53996.79,0.3142,0.2385,10,0.7801,1,0.6044,0
93936.81,0.8543,0.7552,12,0.2348,1,0.9036,1
97833.31,0.575,0.8493,14,0.8966,0,0.0534,0
27454.24,0.4949,0.3212,1,0.347,1,0.1971,0
9666.18,0.9109,0.2738,18,0.108,0,0.6762,0
19592.17,0.838,0.2678,9,0.2845,1,0.8097,0
11016.21,0.8128,0.0506,0,0.5162,1,0.0866,0
23536.8,0.2256,0.2811,2,0.3523,0,0.3637,1
59014.12,0.1531,0.0257,18,0.7458,0,0.2387,0
91682.64,0.6901,0.7884,19,0.614,0,0.9649,0
56035.79,0.4686,0.2559,15,0.1921,1,0.6825,0
64469.01,0.6837,0.6902,7,0.485,1,0.4756,1
24177.39,0.7606,0.5432,19,0.7088,0,0.8624,0
81055.44,0.2953,0.8375,5,0.8021,0,0.5377,0
63689.95,0.2847,0.9604,4,0.3554,0,0.9113,0
87093.0,0.4908,0.3673,16,0.832,1,0.2388,0
95140.1,0.2735,0.0883,6,0.0324,0,0.0273,0
38050.57,0.6673,0.7496,10,0.609,1,0.4287,0
13605.01,0.7467,0.0213,13,0.7038,0,0.2043,0
26463.25,0.472,0.223,3,0.3826,1,0.8357,0
46594.95,0.7238,0.0533,19,0.0099,1,0.5329,0
94840.9,0.5104,0.8981,3,0.6183,1,0.2887,1
40939.43,0.7129,0.0053,20,0.3083,0,0.7736,0
78223.46,0.225,0.4927,5,0.1366,0,0.5269,0
56345.29,0.7388,0.424,8,0.1414,0,0.5028,1
22366.83,0.7151,0.6527,5,0.6922,1,0.1808,0
35469.74,0.2666,0.2897,11,0.1687,1,0.9952,0
67053.23,0.556,0.8737,0,0.4357,1,0.659,1
68921.07,0.8553,0.7343,3,0.8734,1,0.8548,0
46302.18,0.2495,0.4323,10,0.6829,0,0.7597,0
26721.33,0.736,0.358,14,0.4925,0,0.5029,0
73581.14,0.954,0.8159,20,0.4754,1,0.0097,1
21042.94,0.8662,0.7571,17,0.1506,1,0.6667,1
93983.62,0.4015,0.399,19,0.4018,0,0.1007,0
22850.84,0.6072,0.3414,16,0.1304,0,0.9615,0
15194.67,0.9918,0.0389,16,0.0752,0,0.2493,1
52276.53,0.5684,0.0817,7,0.0982,1,0.3673,0
54357.21,0.115,0.0539,19,0.546,0,0.5516,1
53278.33,0.0454,0.0244,20,0.1742,1,0.5026,0
46483.41,0.7903,0.1529,10,0.1344,1,0.6551,0
99507.41,0.4236,0.8571,2,0.7804,1,0.7834,0
51196.66,0.2468,0.7982,0,0.1098,0,0.7576,0
50404.93,0.3477,0.8456,10,0.6351,1,0.9081,0
45067.78,0.7574,0.6238,13,0.3753,0,0.4699,1
11348.45,0.4652,0.6241,11,0.5212,1,0.5342,0
61330.88,0.8685,0.1239,18,0.021,1,0.8741,0
26656.94,0.7349,0.699,11,0.0,0,0.2823,1
65572.85,0.974,0.28,13,0.7355,0,0.2459,0
9829.18,0.8885,0.5193,15,0.4279,1,0.0091,1
98231.77,0.2545,0.9547,18,0.0642,0,0.7385,0
49555.48,0.6591,0.8706,12,0.3091,1,0.6876,1
90191.76,0.0205,0.2332,11,0.4557,0,0.2767,0
50178.31,0.9911,0.7367,1,0.1219,0,0.1299,1
10731.43,0.261,0.1041,13,0.4917,1,0.0425,0
83110.29,0.6648,0.0267,3,0.4759,1,0.4879,0
66577.45,0.8492,0.0282,7,0.5426,0,0.1935,0
79266.92,0.1605,0.1702,11,0.7292,1,0.7934,0
45676.14,0.8479,0.6949,1,0.3715,0,0.95,1
65603.99,0.0122,0.3633,14,0.7997,1,0.7769,0
86341.76,0.442,0.0159,5,0.4272,0,0.8516,0
64951.22,0.472,0.988,10,0.4114,0,0.9908,0
38029.0,0.3741,0.5334,7,0.5901,1,0.7408,0
67940.31,0.5864,0.3939,7,0.5558,1,0.5673,0
68826.15,0.9148,0.5188,8,0.0103,0,0.81,1
96255.76,0.327,0.52,1,0.8842,0,0.5639,0
40236.67,0.5793,0.4702,4,0.8484,1,0.4325,0
45382.77,0.8775,0.6129,16,0.2532,1,0.0325,1
82151.68,0.773,0.8856,2,0.5027,1,0.643,0
53047.42,0.0407,0.3017,10,0.6934,0,0.8975,0
74974.44,0.9428,0.487,2,0.8284,1,0.6932,0
48672.4,0.0466,0.0036,11,0.5273,1,0.4041,0
25472.04,0.5888,0.8598,13,0.017,1,0.6169,1
75794.37,0.5754,0.3059,9,0.6126,0,0.813,0
17459.74,0.7864,0.2713,16,0.0838,1,0.7642,0
23865.45,0.1484,0.9975,5,0.6041,1,0.4912,0
64548.37,0.1794,0.5844,11,0.5287,0,0.3617,0
75990.63,0.7521,0.123,5,0.5766,0,0.3969,0
89995.35,0.1495,0.2655,10,0.1703,0,0.9079,0
30895.72,0.4694,0.3532,1,0.4442,1,0.1699,0
15518.8,0.7316,0.9861,5,0.5562,0,0.863,0
95824.43,0.6512,0.4306,14,0.2703,1,0.1953,0
19670.19,0.2106,0.2301,16,0.1635,1,0.9809,0
23778.36,0.304,0.5697,5,0.2004,0,0.4483,0
32676.3,0.969,0.4048,5,0.7722,0,0.7334,0
55292.18,0.4487,0.055,6,0.4181,1,0.7294,0
88868.43,0.0445,0.8609,5,0.595,0,0.7725,0
77251.87,0.2196,0.0157,20,0.4634,1,0.7894,0
72274.97,0.3424,0.8985,13,0.7507,0,0.0391,0
21642.15,0.9995,0.7919,8,0.4576,0,0.2733,1
38979.85,0.3027,0.0758,9,0.084,1,0.2297,0
50448.47,0.0264,0.7236,10,0.1782,0,0.6986,0
19005.47,0.5129,0.7709,11,0.0119,1,0.6833,0
30975.82,0.0836,0.6023,8,0.7484,0,0.297,0
34291.65,0.2741,0.5777,20,0.5969,1,0.7935,0
17091.24,0.9924,0.0497,6,0.6833,0,0.3116,0
57272.77,0.7046,0.0595,8,0.6435,0,0.3429,0
71977.68,0.0507,0.7273,0,0.742,1,0.3989,0
11643.5,0.4487,0.1056,10,0.8883,0,0.7446,1
50706.69,0.1716,0.2418,17,0.5881,1,0.0118,0
79310.06,0.1229,0.4988,20,0.227,1,0.9065,0
76059.06,0.5871,0.1642,9,0.0913,0,0.6921,0
82431.94,0.5057,0.7898,2,0.5308,1,0.5866,0
47582.86,0.7429,0.8074,15,0.6937,1,0.2373,1
82952.92,0.8923,0.8421,13,0.5054,1,0.7855,0
27871.54,0.2467,0.0496,20,0.2732,0,0.8728,0
39277.0,0.923,0.4279,10,0.6478,1,0.5015,0
21753.78,0.518,0.8469,0,0.4032,1,0.2925,0
49411.03,0.2588,0.3632,18,0.2579,1,0.3806,1
42245.7,0.8458,0.6958,14,0.757,1,0.4163,0
27888.08,0.0355,0.5892,16,0.5189,0,0.3059,0
76419.17,0.5595,0.3472,2,0.2551,1,0.7122,0
34815.44,0.7216,0.2764,9,0.2957,1,0.3422,0
30916.41,0.28,0.6527,9,0.5145,1,0.8212,0
17434.58,0.8635,0.1336,5,0.3806,0,0.4637,0
46688.06,0.2403,0.8601,17,0.1445,0,0.629,0
33781.64,0.8399,0.5764,3,0.5494,0,0.948,0
40080.92,0.0785,0.1115,1,0.6202,1,0.4461,0
27419.74,0.1599,0.7035,4,0.0001,0,0.1703,0
77499.77,0.381,0.4311,20,0.4832,1,0.5499,0
93350.32,0.8541,0.2041,2,0.5194,0,0.4967,0
52303.53,0.1446,0.9611,12,0.2989,1,0.7826,0
66084.85,0.8754,0.7196,3,0.3049,0,0.8602,1
87381.37,0.2297,0.593,8,0.2859,0,0.7126,0
99888.82,0.4525,0.8489,11,0.4008,0,0.9715,0
63284.07,0.3527,0.5439,0,0.7307,1,0.2692,0
89529.05,0.1181,0.4415,5,0.4221,1,0.2392,0
91317.78,0.9443,0.1894,12,0.8943,0,0.2913,0
80187.89,0.4382,0.1534,0,0.3385,1,0.6709,0
48788.48,0.6903,0.432,10,0.6293,1,0.2325,0
12709.63,0.5753,0.456,12,0.4941,0,0.0884,0
6501.53,0.5017,0.7333,4,0.6861,1,0.9777,0
50334.06,0.6166,0.4421,3,0.7995,0,0.3146,0
51959.88,0.8983,0.5932,10,0.4605,0,0.2224,1
43699.43,0.6993,0.8325,15,0.445,0,0.3587,1
58975.9,0.5325,0.9933,0,0.8484,0,0.1584,0
57455.46,0.6452,0.3225,7,0.8403,0,0.0358,0
84478.24,0.6064,0.902,20,0.8973,0,0.3054,0
15322.42,0.4331,0.8061,7,0.1408,0,0.3379,1
26391.88,0.6248,0.068,6,0.0032,0,0.811,0
80335.47,0.4436,0.3342,15,0.3936,1,0.4356,0
85544.5,0.7576,0.219,10,0.66,0,0.7368,1
99508.3,0.9689,0.6644,8,0.0656,1,0.7357,1
87926.64,0.9599,0.5553,16,0.3362,0,0.789,1
89540.41,0.8207,0.4949,0,0.5233,1,0.9185,1
34863.05,0.6018,0.7636,14,0.1913,0,0.4986,1
43157.86,0.7493,0.3333,7,0.658,0,0.104,0
30468.08,0.178,0.3828,18,0.2066,1,0.0387,0
62598.44,0.479,0.8656,15,0.7566,1,0.1869,0
94186.51,0.2573,0.9722,19,0.3134,1,0.8292,0
37740.88,0.0035,0.7764,2,0.5388,0,0.5743,0
57915.17,0.9667,0.2171,3,0.4897,0,0.1401,0
33148.46,0.8638,0.1127,18,0.2668,0,0.1326,0
21131.0,0.5137,0.2092,8,0.3952,0,0.8915,0
23542.63,0.2542,0.4228,17,0.7614,0,0.52,0
10504.81,0.693,0.2367,14,0.4935,1,0.1719,0
95182.88,0.4348,0.901,10,0.05,0,0.8967,0
43273.56,0.8033,0.6707,0,0.6417,0,0.7207,0
84241.48,0.9995,0.4167,1,0.1642,0,0.4778,0
69726.3,0.3491,0.2738,15,0.4375,0,0.4651,0
23232.51,0.2444,0.3807,2,0.4217,0,0.6727,0
21668.91,0.2674,0.4761,0,0.4378,0,0.3383,0
82138.88,0.0933,0.7138,4,0.0279,0,0.9999,1
30147.61,0.394,0.0893,19,0.2451,1,0.7846,0
91762.09,0.0174,0.8488,13,0.0457,1,0.641,0
18305.26,0.1144,0.1276,15,0.3735,0,0.6875,1
69382.32,0.2717,0.2625,13,0.5592,1,0.9961,0
82375.02,0.1599,0.9936,11,0.5887,1,0.0108,0
27349.36,0.7322,0.1902,5,0.0581,0,0.0228,0
31239.7,0.1056,0.1011,9,0.107,0,0.785,0
96629.29,0.866,0.6384,11,0.5954,1,0.2094,1
30136.77,0.2211,0.3931,20,0.4781,0,0.6852,0
45845.92,0.1086,0.0918,18,0.7501,1,0.5033,0
46088.98,0.0101,0.0037,15,0.1846,0,0.3187,0
29038.3,0.7152,0.0792,17,0.1083,1,0.2313,0
78700.15,0.2566,0.5227,16,0.3258,1,0.7767,0
78325.69,0.5095,0.2309,14,0.5734,0,0.171,0
40940.21,0.1116,0.7776,17,0.4374,1,0.1587,0
84336.95,0.9853,0.8575,1,0.0887,0,0.4419,1
25242.12,0.1254,0.1448,0,0.0642,1,0.1193,0
5409.05,0.4119,0.337,9,0.6099,1,0.6415,1
59260.9,0.8516,0.1466,1,0.2673,1,0.992,0
99437.39,0.2449,0.2867,7,0.6025,0,0.7479,0
8671.21,0.267,0.2392,4,0.2654,1,0.6032,0
24759.82,0.8085,0.7869,20,0.2833,1,0.3946,0
54296.89,0.2733,0.3455,13,0.1888,0,0.988,1
81944.37,0.0029,0.4956,0,0.8853,0,0.8799,0
13458.99,0.4279,0.6739,13,0.0145,1,0.8206,0
42547.29,0.0125,0.8223,15,0.1145,0,0.23,0
75972.2,0.9098,0.3012,6,0.7527,0,0.1236,0
40296.6,0.6418,0.2092,18,0.1243,1,0.1779,0
22939.46,0.583,0.9785,20,0.2526,1,0.2587,1
23572.1,0.2016,0.3201,20,0.2365,0,0.0817,1
43954.63,0.6999,0.6711,1,0.6273,1,0.8884,0
50544.62,0.6773,0.6778,9,0.3701,1,0.1852,1
86872.37,0.0605,0.514,16,0.7565,0,0.2266,1
66013.98,0.8808,0.2284,9,0.6727,1,0.8882,1
70588.19,0.5794,0.1415,10,0.478,0,0.9581,0
98383.78,0.7925,0.487,6,0.2242,0,0.2218,1
44125.13,0.2629,0.5109,8,0.7132,1,0.2942,0
43318.67,0.122,0.7734,14,0.7794,0,0.8001,0
92717.96,0.7024,0.7098,0,0.7527,0,0.9703,0
28358.18,0.7939,0.912,16,0.0465,0,0.6497,1
74332.45,0.386,0.9709,15,0.6282,0,0.4426,0
76684.45,0.0237,0.7279,2,0.6335,0,0.6746,0
14289.86,0.8183,0.0765,16,0.8488,1,0.7803,0
49481.98,0.2061,0.4051,10,0.2371,1,0.1127,0
24053.43,0.339,0.6088,6,0.7077,0,0.4353,1
22610.65,0.6282,0.5902,9,0.6202,0,0.8573,0
49063.67,0.1,0.1814,10,0.7909,0,0.7054,0
32495.82,0.072,0.5829,4,0.624,0,0.1538,0
80625.74,0.0257,0.3497,12,0.7672,1,0.7552,0
91222.46,0.9166,0.3389,13,0.3236,0,0.6674,0
81258.46,0.3114,0.834,7,0.1419,0,0.2646,0
30272.93,0.6607,0.4219,9,0.327,1,0.344,0
31042.77,0.9892,0.5274,12,0.7335,0,0.3144,0
29199.19,0.6695,0.5629,10,0.1185,1,0.9932,1
17828.62,0.5251,0.563,9,0.5742,1,0.1837,1
94660.84,0.5209,0.2131,20,0.8888,0,0.8294,0
43194.54,0.3769,0.5995,18,0.8055,0,0.5306,1
26345.5,0.5998,0.3346,7,0.6041,0,0.8805,1
85433.75,0.9588,0.655,15,0.7134,0,0.9819,0
42923.55,0.788,0.1457,17,0.1048,1,0.9611,1
8336.1,0.4242,0.9941,2,0.449,1,0.8543,1
20384.45,0.3324,0.772,12,0.4787,1,0.4136,1
65728.78,0.8835,0.4173,16,0.7044,0,0.2713,0
79376.0,0.1358,0.3014,1,0.2543,1,0.3195,1
25038.77,0.8496,0.3878,7,0.0958,1,0.6531,0
92152.58,0.2551,0.7212,16,0.6283,0,0.3419,0
85844.73,0.7156,0.6554,19,0.4433,1,0.4349,1
85596.17,0.8062,0.7021,20,0.7581,1,0.0797,0
26627.81,0.477,0.889,12,0.4333,1,0.771,0
9800.92,0.1923,0.4563,0,0.7616,0,0.1115,0
87405.24,0.8448,0.6695,0,0.4571,0,0.337,1
34051.02,0.3675,0.4415,17,0.7044,0,0.5904,0
63797.06,0.3207,0.6381,15,0.6487,0,0.5312,0
77196.85,0.51,0.4748,4,0.2395,1,0.8931,0
17187.86,0.4351,0.7767,2,0.2785,1,0.6587,0
79179.64,0.6831,0.0053,3,0.8093,0,0.789,0
94158.59,0.1372,0.2157,18,0.2079,0,0.3034,0
74195.62,0.4357,0.2964,16,0.6278,0,0.1323,1
46916.16,0.8917,0.9454,19,0.1306,1,0.7433,1
88284.42,0.0361,0.507,2,0.6796,1,0.1536,0
55108.47,0.4573,0.3644,14,0.201,1,0.8342,0
75753.24,0.6605,0.4043,19,0.5347,1,0.943,0
82948.06,0.8877,0.4518,11,0.5078,1,0.2829,0
76188.52,0.5938,0.8678,16,0.1832,1,0.761,1
32346.21,0.8245,0.9623,12,0.4423,0,0.4373,1
16195.17,0.2227,0.8442,0,0.7913,0,0.299,0
27642.16,0.3528,0.8417,9,0.6125,1,0.4311,0
52773.12,0.9421,0.199,5,0.8934,0,0.6468,0
53001.31,0.886,0.2687,1,0.7061,1,0.9881,0
60351.21,0.558,0.596,12,0.5791,0,0.3,0
42534.67,0.4755,0.6561,19,0.5069,0,0.7059,0
79754.68,0.4511,0.2027,1,0.8437,1,0.3349,0
91749.61,0.0588,0.7463,6,0.4743,1,0.2514,0
28438.88,0.8924,0.2,14,0.3624,0,0.6318,0
74969.71,0.8181,0.263,6,0.751,0,0.7613,0
